title,lyrics,이별유무,긍부정,cluster_label
The Music,늘 곁에 있어 내가 숨 쉬는. 그 모든곳에 함께 있어.좋은날에도 아픈 날에도.있어 주잖아 곁에늘 내.누군가 나를 떠나도날 외면해도.내 맘을 위로해주는.오랜 소중한 친구.의지해왔어 어릴 적부터.내아름다운 꿈이 되어. 날 지켜줬어힘든 세상에.답을주는 빛이 되었지.시간이 가면 갈수록너무나 감사해.이 세상이 나에게 준 귀한 선물이야.Oh 음악이 내 삶이다. 음악은 내 영혼이 영원하다.다시 태어나도 아마 같은 길 위에. 난 서있을 거야.때론외롭고 때론 힘겨운.내자신과의 긴 시간들.나의 눈물 모아 내 추억 모아. 써 내려간나의 얘기들.힘이 됐으면 좋겠어 내 모든 노래가.가슴속에 남아 사람에게라도단 한.Oh 음악이 내 삶이다. 음악은 내 영혼이 영원하다.그것만으로도 나의 삶은.이대로 행복하니까.난 후회하진 않아.아무리 힘들다 해도. 그 속에서사랑을 배워가니까.Oh 음악이 내 삶이다. 음악은 내 영혼이 영원하다.다시 태어나도 아마 같은 길 위에. 난 서있을 거야.Oh 음악이 내 삶이다. 음악은 내 영혼이 영원하다.그것만으로도 나의 삶은.이대로 행복하니까,0,2,
Happy End,이젠 모두 끝난 거야. 널 만난 순간부터. 마지막 사랑이 되어줘야 해. 나의 기쁨들은 너로부터야. 슬픈 일들은 모두 잊어야 해. 그런 것에서 벗어 나야만 해. 우리 삶이란 항상 그런 거야. 나로 인해서 기쁨 찾길 바래. 너는 이제 다시 태어난 거야. 나는 언제나 너의 곁에 있어. 항상 너를 생각할게. 그렇게 살 수 있게. 나에게 사랑을 보여줘. 이 순간이 영원할 순 없어도. 난 행복할 수 있겠지. 모두 끝난 거야 널 만난 순간부터. 마지막 사랑이 되어 줘야 해. 나의 기쁨들은 너로부터야. 아픔까지도 사랑할 수 있게. 지금 모든 걸 참아 내야만 해. 언젠가 우린 웃게 되겠지. 너와 나는 하나가 되어야만 해. 아무것도 두렵지 않도록. 기쁜 내일이 기다릴 테니까. 항상 너를 생각할게 . 그렇게 살 수 있게 . 나에게 사랑을 보여줘. 이 순간이 영원할 순 없어도 . 난 행복할 수 있겠지. 모두 끝난 거야 널 만난 순간부터 . 마지막 사랑이 되어 줘야 해. 나의 기쁨들은 너로부터야. 이젠 모두 끝난 거야 . 널 만난 순간부터 . 마지막 사랑이 되어 줘야 해. 나의 기쁨들은 너로부터야,0,2,
언젠가 나에게도,난 웅크린 꽃처럼 늘 기다릴 뿐이죠. 짙은 어둠 속에서 환히 빛날 수 있는. 초라한 이 순간 지나고. 조각난 꿈이 맞춰진 채. 구름이 걷힌 그날. 나는 내가 되겠죠. 난 웅크린 꽃처럼 늘 기다릴 뿐이죠. 짙은 어둠 속에서 환히 빛날 수 있게,0,2,
나에게 말해요,꾹 다문 입술. 다시 또 참아내죠. 나는 나에게 솔직해지는. 방법을 잊었나 봐. 잠을 깨면. 꿈에 눈물 젖은 베개를. 꼭 끌어안고. 내 곁엔 아무도 없는 걸까. 멍하니 생각해 봤어. 이제는 말해요. 힘들면 힘들다 말해요. 나는 언제나 그대 곁에. 이렇게 서 있을 거니까. 나에게 그대는. 사랑스러운 사람이죠. 이런 말 조금 촌스러워도. 정말인 걸 어떡해. 믿어주면 좋겠어요. 참 이상하죠. 사실 너무 지쳐가는데. 이런 맘 한켠에 묻어두는. 내 모습 나조차도 잘 몰랐어요. 이제는 말해요. 슬프면 슬프다 말해요. 나는 언제나 그대 곁에. 다가갈 준비가 됐죠. 세상은 말하죠. 힘들면 꾹 참아내라고. 그대 내게 만은 꼭 말해줘요. 내가 여기 있잖아요. 마음껏 울어요. 작은방을 내어줄게요. 하고 싶은 말. 뱉고 싶던 말. 모두 다 여기서 해요. 나에게 말해요. 항상 기다리고 있었죠. 그대 내게 만은 기대어도 돼요. 잠시라도 머물러요. 나에게 말해요,0,2,
내 사람이여,내가 너의 어둠을. 밝혀 줄 수 있다면. 빛 하나 가진. 작은 별이 되어도 좋겠네. 너 가는 길마다. 함께 다니며. 너의 길을 비추겠네. 내가 너의 아픔을. 만져 줄 수 있다면. 이름 없는 들의 꽃이. 되어도 좋겠네. 눈물이 고인. 너의 눈 속에. 슬픈 춤으로 흔들리겠네. 그럴 수 있다면. 그럴 수 있다면. 내 가난한 살과. 영혼을 모두 주고 싶네. 그럴 수 있다면. 그럴 수 있다면. 네 삶의 끝자리를. 지키고 싶네. 내 사람이여. 내 사람이여. 너무 멀리 서 있는. 내 사람이여,0,2,
내 마음에 주단을 깔고,내 마음에 주단을 깔고. 그대 길목에 서서. 예쁜 촛불로 그대를 맞으리. 향그러운 꽃길로 가면. 나는 나비가 되어. 그대 마음에 날아가 앉으리. 내 마음에 주단을 깔고. 그대 길목에 서서. 예쁜 촛불로 그대를 맞으리. 향그러운 꽃길로 가면. 나는 나비가 되어. 그대 마음에 날아가 앉으리. 아 한마디 말이 노래가 되고. 시가 되고. 내 마음에 주단을 깔고. 그대 위해 노래 부르리. 그대는 아는가 이 마음. 주단을 깔아논 내 마음. 사뿐히 밟으며 와주오. 그대는 아는가 이 마음. 내 마음에 주단을 깔고. 그대 길목에 서서. 예쁜 촛불로 그대를 맞으리. 향그러운 꽃길로 가면. 나는 나비가 되어. 그대 마음에 날아가 앉으리. 아 한마디 말이 노래가 되고. 시가 되고. 내 마음에 주단을 깔고. 그대 위해 노래 부르리. 그대는 아는가 이 마음. 주단을 깔아논 내 마음. 사뿐히 밟으며 와주오. 그대는 아는가 이 마음. 그대는 아는가 이 마음. 주단을 깔아논 내 마음. 사뿐히 밟으며 와주오. 그대는 아는가 이 마음,0,2,
바다에 누워,나 하나의 모습으로 태어나 . 바다에 누워 . 해 저문 노을 바라다 본다 . 설익은 햇살에 . 젖은 파도는 눈물인 듯 . 씻기워 간다 . 저 바다에 누워 . 외로운 물새 될까 . 물살의 깊은 속을 항구는 알까 . 저 바다에 누워 . 외로운 물새 될까 . 일만의 눈부심이 가라앉고 . 밀물의 움직임 속에 . 뭇 별도 제각기 누워 잠잔다 . 마음은 물결처럼 흘러만 간다 . 저 바다에 누워 . 외로운 물새 될까 . 물살의 깊은 속을 항구는 알까 . 저 바다에 누워 . 외로운 물새 될까 . 저 바다에 누워. 외로운 물새 될까. 물살의 깊은 속을 항구는 알까. 저 바다에 누워. 외로운 물새 될까. 저 바다에 누워 외로운 물새 될까. 물살의 깊은. 속 항구는 알까. 바다에 누워 바다에 누워. 저 바다에 누워,0,2,
조금만 외로우면 널 사랑할 수 있어,너는 나를 가끔 외롭게 하지만. 내 외로움을 달래는 것보다. 난 너의 행복과 안녕이 컸기에. 널 사랑할 수 있었어. 나의 투정은 널 힘들게 하니까. 내가 차라리 아픈 게 나아. 조금만 외로우면 널 사랑할 수 있어. 잠깐의 아픔쯤은 아무것도 아니야. 나만 외로우면 너와 사랑할 수 있어. 그깟 외로움쯤은 너와 비교가 안 돼. 네가 웃는다면 내 마음이 어떻든. 괜찮은 척 다 잊을 수 있는 걸. 조금만 외로우면 널 사랑할 수 있어. 잠깐의 슬픔쯤은 아무것도 아니야. 나만 외로우면 너와 사랑할 수 있어. 내 마음 들키지만 않으면 다 괜찮아. 난 또 잠든 너의 얼굴을 한참 바라보다. 네 손을 잡고 잠이 들어,0,2,
한걸음 뒤에 서서 (BEHIND YOU),처음 널 바라본 그날 . 입가에 핀 미소처럼 . 행복했었던 날 추억되던 날 모두 너야 . 선명하게 남아있어 한여름 밤의 꿈처럼 . 어디에 있어도 내게 늘 비춰주고 있어 . . 불빛 아래 날 기다려준 너야 . 여름밤의 추억이 . 꿈만 같았던 그날의 기억이 . 날 버티게 하는 힘이야 . 뜨겁도록 서로를 바라보던 . 기억 자꾸 남아 . 너라는 비가 내려 하루 종일 내려 . 다신 떠나지 않게 . 이 소나기 위로 너를 안을게. . 난 아파도 슬프지 못했어 . 나도 몰래 눈물 날까 봐 . 네가 아는 나는 누구보다 강한 아이였기에 . 날 잃어버렸어 . 너무 빨리 뛰려 하지 마 혹시 넘어지면 어떡해 . 너를 위해 사는 나 그게 네가 되어 줘서 고마워. . 영원이라는 말 내겐 쉽지 않다고 말해도 . 행복했던 기억들만 또 떠오르던 나야. . 불빛 아래 날 기다려준 너야 . 여름밤의 추억이 . 꿈만 같았던 그날의 기억이 . 날 버티게 하는 힘이야 . 뜨겁도록 서로를 바라보던 . 기억 자꾸 남아 . 너라는 비가 내려 하루 종일 내려 . 다신 떠나지 않게 . 이 소나기 위로 너를. . 차가웠던 밤도 아파했던 맘도 . 모두 다 씻어져 가 이젠. . 지금처럼 계속 웃어 주면 돼 . 내가 너를 지킬게 두 눈 가득히 고여 온 눈물이 . 더 이상 슬프지 않게 . 뜨겁도록 서로를 바라보는 . 우리 지금 이대로. 영원하기를 바래 시간이 멈췄음 해. 다신 떠나지 않게. 이 소나기 위로 너를 안을게. 기다려준 널 안을게 . 기다려준 널 안을게. 안을게,0,2,
사랑스러워,다 사랑스러워 발끝까지워 머리부터.워 니가 나의 남자라는 게 자랑스러워.기다림이 즐겁고 이젠공기마저 달콤해.이렇게 너를 사랑해.세상이힘들어도 널 보면.마음에 바람이 통해.이런 게 사는 거지 이런 게 행복이지.이제야느끼게 됐어 나는.온종일우울해도 널 보면.머리에 햇빛이 들어.이렇게놀라운 게 사랑이지.기다린 보람이 있어.지난번 사랑처럼 울까봐.한참을 망설였지만.보채지 않고 나를기다려준 너. 편안하게 스며들어와.다 사랑스러워 발끝까지워 머리부터.워 니가 나의 남자라는 게 자랑스러워.무뚝뚝하던 내가 종일싱글벙글 웃잖아.대체 내게 무슨 짓을 한 거야. 워 그림자와뒷모습까지 사랑스러워.워부끄러운 애정표현도 자연스러워.기다림이 즐겁고.이젠 공기마저 달콤해.이렇게 너를 사랑해.널행복하게 해주기 위해.내가날 아끼게 됐어. 내 모습내가봐도 이제 조금은.괜찮은 애가 된 것처럼 보여 워. 워 머리부터발끝까지 다 사랑스러워.워 니가 나의 남자라는 게 자랑스러워.무뚝뚝하던 내가 종일싱글벙글 웃잖아.대체 내게 무슨 짓을 한 거야. 워 그림자와뒷모습까지 사랑스러워.워부끄러운 애정표현도 자연스러워.기다림이 즐겁고.이젠 공기마저 달콤해.이렇게 너를 사랑해.워나나나나 나나나나나 나나나나나.워나나나나 나나나나나 나나나나나.사람들이 모두들 부러워서.견딜 수 없게.그렇게 우리 사랑해 오.한가지만 약속해 세상끝날 때까지.나에게만 사랑스럽길,0,2,
겨울 지나 봄 (After Winter),이번 겨울엔 아마도 그리 춥진 않아.흰눈송이가 떨어진대도.세상을 덮은 어둠이웅크린 밤. 겨울 안에난 웃고있을래.이렇게 추워도 내맘은 한결같아.아마 나의 겨울은이미 지나간거야.겨울 지나 봄. 또 다시졌던 꽃도 필테니.겨울 지나 봄. 또 다시야 괜찮을 꺼야.봄을 따라 당신을. 또 다시졌던 꽃을 필테니.겨울 지나 봄또 다시.을 텐데 훌륭한 모든 것.해마다 내려앉았던 자리마다핀 봄. 이번 겨울엔 아마도 그리 춥진 않아.시린 바람이 지나갔으니.주인 잃은 불빛이 날 비출 때. 겨울 안에난 웃고있을래.이렇게 포근히 내맘을 채우니까.아마 나의 봄날을이르게 느끼나봐.겨울 지나 봄. 또 다시졌던 꽃도 필테니.겨울 지나 봄. 또 다시야 괜찮을 꺼야.봄을 따라 당신을. 또 다시졌던 꽃을 필테니.겨울지난 봄에 다시.다들 잘 될 거예요 하루 종일.겨울 하룻밤 사이 꽃잎 돌고 돌아.겨울 지나 봄,0,2,
겨울 지나 봄 (After Winter) (Inst.),이번 겨울엔 아마도 그리 춥진 않아.흰눈송이가 떨어진대도.세상을 덮은 어둠이웅크린 밤. 겨울 안에난 웃고있을래.이렇게 추워도 내맘은 한결같아.아마 나의 겨울은이미 지나간거야.겨울 지나 봄. 또 다시졌던 꽃도 필테니.겨울 지나 봄. 또 다시야 괜찮을 꺼야.봄을 따라 당신을. 또 다시졌던 꽃을 필테니.겨울 지나 봄또 다시.을 텐데 훌륭한 모든 것.해마다 내려앉았던 자리마다핀 봄. 이번 겨울엔 아마도 그리 춥진 않아.시린 바람이 지나갔으니.주인 잃은 불빛이 날 비출 때. 겨울 안에난 웃고있을래.이렇게 포근히 내맘을 채우니까.아마 나의 봄날을이르게 느끼나봐.겨울 지나 봄. 또 다시졌던 꽃도 필테니.겨울 지나 봄. 또 다시야 괜찮을 꺼야.봄을 따라 당신을. 또 다시졌던 꽃을 필테니.겨울지난 봄에 다시.다들 잘 될 거예요 하루 종일.겨울 하룻밤 사이 꽃잎 돌고 돌아.겨울 지나 봄,0,2,
Feedback,Dalalala 라 라 라 라 lalala.Dalalala 라 라 라 라 lalala.헷갈리게만나를 대하는 너에. 다시한걸음 뒤로를 낳고 있습니다.잠시 물러나 있을게.조급한 속마음을 들키면안 돼. 내 맘속 1면 가득찬 너의 이슈.막상 널 떠올리면 맘이 또 보채.나는. 최대를 서둘러 출발했어요.이밤이 지나가기 전에.너의 답을그래 아기 싶어 듣고.생각해 볼 게그런 말은.내게 너무 가혹하단말이야 우우.네 답장 기다릴게.피드백.네 답장 기다릴게.피드백.큰 바다의 맘속난 너의.물고기가되고 싶진 않아 주세요.멈춘 네 시선이 또 날 헷갈리게 해. 심장은 범프 bu 혹 bu 덜커덩괜히 나 혼자서.상상의 나래를 펼치고.시간이 없습니다.당신의 대답을 기다려.왜 이리 내맘을 미뤄.불안함은계속 거침없이 날. 이리도괴롭히지지 않습니까?1초마다 나에게총을 쏜 듯이. 슛을 쏘았다.별들 중에 많은밤하늘을 수놓은.하나가 되긴 No. 네 맘속 가장 밝은 빛을 낼 테니.좀 떨어져. 최대를 서둘러 비행한다.이밤이 지나가기 전에.너의 답을그래 아기 싶어 듣고.생각해 볼 게그런 말은.내게 너무 가혹하단말이야 우우.네 답장 기다릴게.피드백.네 답장 기다릴게.피드백.큰 바다의 맘속난 너의.물고기가되고 싶진 않아.온통 네 생각에 잠 못 들고.밤을 새워봐도 그대론것 같아.그것은 원과 같습니다.아님그냥 무한대로 제자리걸음.조급해지는 심장 두두두둥 설마..길을 잃은 듯이.너의맘은 어디에 있지. 이 복잡한 미로 속에 나는 갇혀 있지.시간이 왜 이리가질 않니.너의 답을 기다리고있어 아기.생각해봐도 우리 사인.너무어정쩡 하단 말이야. 우우 우우네 답장 기다릴게.피드백.네 답장 기다릴게.피드백.큰 바다의 맘속난 너의.물고기가되고 싶진 않아.네 답장 기다릴게.나는 당신의 기다릴게,0,2,
"땡큐애니웨이 (THANK YOU, ANYWAY) (2021)",혼자였어첨부터 세상에 혼자인듯.버려져 찢겨진 인형인듯.그렇게 You살아왔어.불러줬어 첨으로 나아닌 목소리가.낯설고 놀라 웅크렸지만.따듯했어 놀라웠어.겁이많아 숨기 바빴고.내 서투름에 놀라발버둥 쳤어.상처를 주고 상처를 받고 그렇게 흘러.어쨋든 감사합니다.어쨋든 감사합니다.내민 손 조차믿지 못하고.메말라가게 해버린 나.어쨋든 감사합니다.어쨋든 감사합니다.어쨋든 감사합니다.다가왔어 나 아닌 또 다른 그림자가.두려워 살짝 돌아섰지만.참신기했어 새로웠어 다정했어.스스로 갇힌 상자에.가끔씩 빛이 비추지만.눈부심이 어색해서 머뭇거려.어쨋든 감사합니다.어쨋든 감사합니다.내민 손 조차믿지 못하고.메말라가게 해버린 나.어쨋든 감사합니다.어쨋든 감사합니다.어쨋든 감사합니다.조금씩 조금씩 더.어쨋든 감사합니다.어쨋든 감사합니다.지금보다 높은 곳에서.마주서기를 바라는 나.어쨋든 감사합니다.어쨋든 감사합니다.어쨋든 감사합니다.어쨋든 감사합니다.어쨋든 감사합니다.나 감사합니다,0,2,
빈칸 (Kind),그 시간 속 너였던 나. 그 시간 속 나였던 너. 흔들리던 계절마다. 내 곁에 있어 준 넌 착해. 길을 잃고 헤매도. 결국엔 너를 찾는 나. 이제 난 알 것 같아 다. 늘 비워 둔 빈칸. 답을 적을 시간. . 출구가 사라진 미로 속을 걷고. 홀로 한심해하고. 손에 쥐어진 백지 같은 매일. 쏟아지는 질문들. 답을 모른 채 방황하던. 내 앞에 나타나 준 건. . 당신이야. 당신은 항상 알고 있었어. 당신이야. 당신은 항상 알고 있었어.. 그 시간 속 너였던 나. 그 시간 속 나였던 너. 흔들리던 계절마다. 내 곁에 있어 준 넌 착해. 길을 잃고 헤매도. 결국엔 너를 찾는 나. 이제 난 알 것 같아 다. 늘 비워 둔 빈칸. 답을 적을 시간. . 차갑고 공허한 미래. 어떤 기대 없이 버티고 있던. 무너지려던 그때. 그런 내게 손을 내밀어준 너. 찢긴 문제지 같던. 내 삶의 정답은 늘 너였어. . 당신이야. 당신은 항상 알고 있었어. 당신이야. 당신은 항상 알고 있었어. . 그 시간 속 너였던 나. 그 시간 속 나였던 너. 흔들리던 계절마다. 내 곁에 있어 준 넌 착해. 길을 잃고 헤매도. 결국엔 너를 찾는 나. 이제 난 알 것 같아 다. 늘 비워 둔 빈칸. 답을 적을 시간. . 예. . (시간). 항상 알고 있었어 항상 알고 있었어 항상 알고 있었어. (당신은 언제나 착했어). (착해). 당신은 항상 알고 있었어 항상 알고 있었어. (시간). 당신은 항상 알고 있었어 항상 알고 있었어. (착해). 당신은 항상 알고 있었어 항상 알고 있었어. . 그 시간 속 너였던 나. 그 시간 속 나였던 너. 서툴던 계절을 지나. 너라는 답을 찾은 나,0,2,
고백,쉬이 잠들지 못하는 밤이면. 당신은 자릴 고쳐 앉고 계절을 적었지. 희미하게 타오르는 별을 보며. 언젠가 버려진 맘은 저기에 있다고. 사랑은 어디 있을까. 아마도 여기쯤인 것 같아. 꺼내 보이려다. 달아나면. 뒤돌아 앉은 너에게 묻지. 그럼 사랑은. 사랑은. 사랑은. 사랑은. 나는 나날이 어리석고. 사랑했던 모든 날들을 두려워하지. 내겐 없는 영원을. 너에게 모두 줄 수 있다면. 사랑은 어디 있을까. 아마도 여기쯤인 것 같아. 꺼내 보이려다. 달아나면. 뒤돌아 앉은 너에게 묻지. 나는 너를 사랑해. 없었던 듯이 달아나는 말. 그럼 사랑은. 사랑은. 사랑은. 사랑은,0,2,
생각대로 되지 않는 건 멋진 일 같아,매일매일 고민하며 생각하지만. 도저히 모르는 일들뿐인 걸. 마음 먹고 해보려 하면. 틀어져 버리는. 이상한 늪에 빠진 것 같아. 모든 게 뜻대로 이루어진다면. 과연 어떻게 될까. 생각대로 안된 건 멋진 일 같아. 생각지 못했던 일이 일어날 테니. 툭툭 털어내 결국은 지나갈 거야. 기지개를 켜면서 새롭게 시작해. 생각이란 감옥 안에 빠진 것 같아. 나오려 해봐도 제자리인걸. 혼자만 늦은 것 같고 뒤처진 기분은. 누구나 한번 해본 것일까. 한 발만 물러서 볼 수 있었다면. 웃어 넘겼을 텐데. 생각대로 안된 건 멋진 일 같아. 생각지 못했던 일이 일어날 테니. 툭툭 털어내 결국은 지나갈 거야. 기지개를 켜면서 새롭게 시작해,0,2,
생각대로 되지 않는 건 멋진 일 같아 (Inst.),매일매일 고민하며 생각하지만. 도저히 모르는 일들뿐인 걸. 마음 먹고 해보려 하면. 틀어져 버리는. 이상한 늪에 빠진 것 같아. 모든 게 뜻대로 이루어진다면. 과연 어떻게 될까. 생각대로 안된 건 멋진 일 같아. 생각지 못했던 일이 일어날 테니. 툭툭 털어내 결국은 지나갈 거야. 기지개를 켜면서 새롭게 시작해. 생각이란 감옥 안에 빠진 것 같아. 나오려 해봐도 제자리인걸. 혼자만 늦은 것 같고 뒤처진 기분은. 누구나 한번 해본 것일까. 한 발만 물러서 볼 수 있었다면. 웃어 넘겼을 텐데. 생각대로 안된 건 멋진 일 같아. 생각지 못했던 일이 일어날 테니. 툭툭 털어내 결국은 지나갈 거야. 기지개를 켜면서 새롭게 시작해,0,2,
Thanks to,아무런 생각없이 걷다. 유리문에 비친 노을을 보게됐어. 그제서야 뒤를 돌아봤지. 언젠가 흩뿌려둔 씨앗이. 어느새 나무가 되었고. 꽃이 피어있네. 그제서야 나를 돌아봤지. 넓은 하늘과 보랏빛 노을에. 마음이 이상해져. 지나가는 사람들을 보니. 머릿속을 스쳐가는. 많은 사람들이 있어. 어두운 나를 비춰주고 있어. 가끔은 아득하게. 작은 사람이 된 것만 같아서. 그냥 하늘만 바라보면서 걸어다녔지. 혼자일 때도 빛나던. 나는 지치고 지쳐서. 점점 사라져버릴 것 같아서. 나는 두려워. 넓은 하늘과 보랏빛 노을에. 마음이 이상해져. 지나가는 사람들을 보니. 머릿속을 스쳐가는. 많은 사람들이 있어. 어두운 나를 비춰주고 있어,0,2,
진정,받지도 못하고 주지도 못하는 . 나를 이해해줘요 . 내 맘속 상처가 . 당신을 상처입혀도 이해해줘요 . 검은 말은 진심이 아닌 거 알죠 . 진정을 말할테니 애틋해마요 . 검은 말은 진심이 아닌 거 알죠. 진정을 말할테니 애틋해마요. 많은 날동안 비가 오지 않아. 갈라져버린 내 맘을. 보듬어줄 수 있나요. 안아줄 수도 있나요. 이해해줄 수 있나요,0,2,
행성,해하려는 의도가 없는 말을 나열해. 이해하기엔 각자 사연들이 쌓였네. 저기 지나가는 사람들은 평행해. 우린 꽤 가까운 지그재그 사이겠지. 네 마음만 있는 게 아냐. 내 마음도 있어 이건 괜히 나온 얘길까. 누구도 온전히 이해할 수가 없어. 답은 이미 정해진 얘기인거야. 그만 판단해. 우리가 서로에게 해줄 수 있는 건. 단지 웃는 것 뿐이야. 그냥 고개를 위아래로 흔들어. 끄덕여 음음 음음음,0,2,
돌직구,나는 깨달았다. 주말에 불러낼 친구가. 별로없다는 것을. 저장된 번호를 차례로 쭉 내려보지만. 어림없다는 것을. 나는 더 이상 내 얘기들이. 떠돌지 않기를 바라는 것 뿐인데. 네가 내 얘길 하고 다녀서. 정말 진절머리가 나는 걸 알까. 너와 내가 함께일 때는. 좋기만한 일들이지만. 너와 내가 혼자가 되면. 꺼내서 좋지 않은 걸 알잖아. 누구든지 만날 때마다. 이러쿵 저러쿵대는데. 믿는이나 묻는이나. 감당할 수 없어 결국 혼자가 돼. 참 이상하지. 또 외로워지면 없다는 게 또 아쉽다,0,2,
우리에게도 사계가 존재한다면,우리에게도 사계가 존재한다면. 뜨거운 여름 지나 그 어디쯤. 말까지 못 간 감정을 얘기하려면. 며칠을 새도 모자란 시간. 갑자기 찾아온 계절이. 준비 안 된 나를 앓게 하고. 서둘러 옷깃을 여미는 길목에서. 꽃도 가끔은 계절을 실수하듯이. 우리에게도 사계가 존재한다면. 남은 달력이 야윈 그 어디쯤. 갑자기 찾아온 계절이. 핑계 많은 날 붕뜨게 하고. 서둘러 마음을 거두는 길목에서. 꽃도 가끔은 계절을 실수하듯이. 미련한 마음을 꾸짖고. 계절과 오는 기억을 기억해. 꽃도 가끔은 계절을 실수하듯이,0,2,
우리에게도 사계가 존재한다면 (inst.),우리에게도 사계가 존재한다면. 뜨거운 여름 지나 그 어디쯤. 말까지 못 간 감정을 얘기하려면. 며칠을 새도 모자란 시간. 갑자기 찾아온 계절이. 준비 안 된 나를 앓게 하고. 서둘러 옷깃을 여미는 길목에서. 꽃도 가끔은 계절을 실수하듯이. 우리에게도 사계가 존재한다면. 남은 달력이 야윈 그 어디쯤. 갑자기 찾아온 계절이. 핑계 많은 날 붕뜨게 하고. 서둘러 마음을 거두는 길목에서. 꽃도 가끔은 계절을 실수하듯이. 미련한 마음을 꾸짖고. 계절과 오는 기억을 기억해. 꽃도 가끔은 계절을 실수하듯이,0,2,
비로소,지난 세월 살아내다 보니. 어느새 이 나이라네. 나름 열심히 살았다. 스스로 위로하지만. 쓸쓸함은 어쩔 수가 없는. 사람의 그림자구나. 결국 누구나 똑같은. 외로운 삶이었구나. 겨울이 지나면 따스한. 봄바람 불어오듯이. 기쁜 일 슬픈 일 모두 다. 지나갈 바람인 것을. 산다는 건 바람이라오. 지나버릴 바람이라오. 언젠가는 사라질 것들에 매여. 살아갈 필요 없다오. 겨울이 지나면 따스한. 봄바람 불어오듯이. 기쁜 일 슬픈 일 모두 다. 지나갈 바람인 것을. 산다는 건 바람이라오. 지나버릴 바람이라오. 언젠가는 사라질 것들에 매여. 살아갈 필요 없다오. 언젠가는 사라질 것들에 매여. 살아갈 필요 없다오,0,2,
비로소 (Inst.),지난 세월 살아내다 보니. 어느새 이 나이라네. 나름 열심히 살았다. 스스로 위로하지만. 쓸쓸함은 어쩔 수가 없는. 사람의 그림자구나. 결국 누구나 똑같은. 외로운 삶이었구나. 겨울이 지나면 따스한. 봄바람 불어오듯이. 기쁜 일 슬픈 일 모두 다. 지나갈 바람인 것을. 산다는 건 바람이라오. 지나버릴 바람이라오. 언젠가는 사라질 것들에 매여. 살아갈 필요 없다오. 겨울이 지나면 따스한. 봄바람 불어오듯이. 기쁜 일 슬픈 일 모두 다. 지나갈 바람인 것을. 산다는 건 바람이라오. 지나버릴 바람이라오. 언젠가는 사라질 것들에 매여. 살아갈 필요 없다오. 언젠가는 사라질 것들에 매여. 살아갈 필요 없다오,0,2,
가려진 별,잠깐 내 얘길 들어봐. 아무도 모르는 비밀. 요즘 내 안에. 누군가 생긴 것만 같아 정말이야. 점점 커지는 것 같아 내 맘. 묻지 마 그게 누구냐고. 고백이 참 어려워 오늘도. 나만 혼자 말하는 거야. 너만 몰라 사실은 내가. 말한 그 사람 반한 그 사랑. 구름에 가려진 별처럼. 뒤에 숨어 항상 너만 보던 나야. 자꾸 말해 달래. 누구인지 대신 물어봐 준다고. 너인 줄도 모르고. 그렇게 바보처럼 말하는 거야. 너만 몰라 사실은 내가. 말한 그 사람 반한 그 사랑. 구름에 가려진 별처럼. 뒤에 숨어 항상 너만 보던 나야. 다가갈까 조금씩 말해볼까 넌 어때. 자신이 없어 걱정돼. 지금 이렇게 좋은 우리. 가까운 사이 깨어질까. 모두들 물어봐 언제쯤 고백해. 답답하게 또 기다려. 나를 알아주길. 내 맘 알아주길. 구름에 가려진 별처럼. 보이지 않아도 내 맘 항상 너야,0,2,
어떤 계절,따가워 피했던 볕 아래. 차가운 것들만 찾아댔고. 쏟아지던 비만큼 많아진. 생각이란 것들에 잠겨있었어. 서늘한 바람이 좋아서. 무작정 떠나야지 어디로든. 부지런하지 못한 나는. 그냥 항상 집이었어. 매일을 내일 없이 보내고 나니. 눈 깜짝할 때마다 바뀌는. 길들이 잘 가라고 말을 해. 그럼 손 한 번 흔들고 갈게. 불볕더위가 끝나고. 낙엽 드리운 가을을 맞아. 그러다 또 흘러 흘러 결국 찾아온. 겨울에 몸을 실어. 흐르다 또 꽃이 피는. 계절에 맘을 빼앗기겠지. 어쩌면 다 순서 없이 결국 찾아올. 나의 모든 순간들. 차가운 바람이 할퀴면. 점점 안으로 들어가기만. 포근한 것들만 찾아대며. 하얀 세상을 나는 그저 보기만. 추위를 이겨내 그런가. 더 예쁜 꽃들에 자꾸 눈이 가. 그렇게 홀려버린 채 그냥. 분홍빛 바람 타고 걸을래. 불볕더위가 끝나고. 낙엽 드리운 가을을 맞아. 그러다 또 흘러 흘러 결국 찾아온. 겨울에 몸을 실어. 흐르다 또 꽃이 피는. 계절에 맘을 빼앗기겠지. 어쩌면 다 순서 없이 결국 찾아올. 나의 모든 순간들. 네 개의 세상을. 살아가는 우리는 너무나 작아. 예쁘기만 하진 말자. 결국 흘러 흘러 돌아오잖아,0,2,
